,question,summary,link,answers
29,List changes unexpectedly after assignment. How do I clone or copy it to prevent this?,"While using new_list = my_list, any modifications to new_list changes my_list everytime. Why is this, and how can I clone or copy the list to prevent it?",https://stackoverflow.com/questions/2612802/list-changes-unexpectedly-after-assignment-how-do-i-clone-or-copy-it-to-prevent,"['While using new_list = my_list, any modifications to new_list changes my_list everytime. Why is this, and how can I clone or copy the list to prevent it?', ""With new_list = my_list, you don't actually have two lists. The assignment just copies the reference to the list, not the actual list, so both new_list and my_list refer to the same list after the assignment."", ""Felix already provided an excellent answer, but I thought I'd do a speed comparison of the various methods:"", ""I've been told that Python 3.3+ adds list.copy() method, which should be as fast as slicing:"", 'In Python 3, a shallow copy can be made with:', ""There are many answers already that tell you how to make a proper copy, but none of them say why your original 'copy' failed."", ""Let's start from the beginning and explore this question."", 'Use thing[:]', 'Here are the timing results using Python 3.6.8. Keep in mind these times are relative to one another, not absolute.', ""Python's idiom for doing this is newList = oldList[:]"", 'All of the other contributors gave great answers, which work when you have a single dimension (leveled) list, however of the methods mentioned so far, only copy.deepcopy() works to clone/copy a list and not have it point to the nested list objects when you are working with multidimensional, nested lists (list of lists). While Felix Kling refers to it in his answer, there is a little bit more to the issue and possibly a workaround using built-ins that might prove a faster alternative to deepcopy.', ""It surprises me that this hasn't been mentioned yet, so for the sake of completeness..."", 'A very simple approach independent of python version was missing in already given answers which you can use most of the time (at least I do):', 'Note that there are some cases where if you have defined your own custom class and you want to keep the attributes then you should use copy.copy() or copy.deepcopy() rather than the alternatives, for example in Python 3:', ""new_list = my_list\nTry to understand this. Let's say that my_list is in the heap memory at location X i.e. my_list is pointing to the X. Now by assigning new_list = my_list you're Letting new_list pointing to the X. This is known as shallow Copy."", ""I wanted to post something a bit different then some of the other answers. Even though this is most likely not the most understandable, or fastest option, it provides a bit of an inside view of how deep copy works, as well as being another alternative option for deep copying. It doesn't really matter if my function has bugs, since the point of this is to show a way to copy objects like the question answers, but also to use this as a point to explain how deepcopy works at its core."", 'A slight practical perspective to look into memory through id and gc.', 'Remember that in Python when you do:', 'This is because, the line new_list = my_list assigns a new reference to the variable my_list which is new_list\nThis is similar to the C code given below,', 'The deepcopy option is the only method that works for me:', 'There is a simple technique to handle this.', 'There is another way of copying a list that was not listed until now : adding an empty list : l2 = l + [].\nI tested it with Python 3.8 :', 'Python lists are mutable objects.']"
30,How do I copy a file in Python?,"How do I copy a file in Python?

I couldn't find anything under os.",https://stackoverflow.com/questions/123198/how-do-i-copy-a-file-in-python,"['How do I copy a file in Python?', 'shutil has many methods you can use. One of which is:', 'copy2(src,dst) is often more useful than copyfile(src,dst) because:', 'You can use one of the copy functions from the shutil package:', 'In Python, you can copy the files using', 'Copying a file is a relatively straightforward operation as shown by the examples below, but you should instead use the shutil stdlib module for that.', 'Use the shutil module.', ""Directory and File copy example - From Tim Golden's Python Stuff:"", 'Firstly, I made an exhaustive cheatsheet of shutil methods for your reference.', 'For small files and using only python built-ins, you can use the following one-liner:', ""You could use os.system('cp nameoffilegeneratedbyprogram /otherdirectory/')"", 'For large files, what I did was read the file line by line and read each line into an array. Then, once the array reached a certain size, append it to a new file.', 'As of Python 3.5 you can do the following for small files (ie: text files, small jpegs):', 'Open the source file in read mode, and write to destination file in write mode.', 'Python provides in-built functions for easily copying files using the Operating System Shell utilities.']"
31,Check if a given key already exists in a dictionary,"I wanted to test if a key exists in a dictionary before updating the value for the key.
I wrote the following code:

if 'key1' in dict.keys():
  print ""blah""
else:
  print ""boo""
I think this is not ...",https://stackoverflow.com/questions/1602934/check-if-a-given-key-already-exists-in-a-dictionary,"['I wanted to test if a key exists in a dictionary before updating the value for the key.\nI wrote the following code:', 'in is the intended way to test for the existence of a key in a dict.', ""You don't have to call keys:"", 'You can test for the presence of a key in a dictionary, using the in keyword:', 'You can shorten this:', ""For additional info on speed execution of the accepted answer's proposed methods (10m loops):"", 'I would recommend using the setdefault method instead.  It sounds like it will do everything you want.', ""Dictionary in python has a get('key', default) method. So you can just set a default value in case there is no key."", 'What about using EAFP (easier to ask forgiveness than permission):', 'Using ternary operator:', 'The ways in which you can get the results are:', 'you can use the has_key() method:', 'Just an FYI adding to Chris. B (best answer):', 'To get the idea how to do that we first inspect what methods we can call on dictionary. \nHere are the methods:', 'Python dictionary has the method called __contains__. This method will return True if the dictionary has the key else returns False.', 'Sharing one more way of checking if a key exists using boolean operators.', 'You can use for loop to iterate over the dictionary and get the name of key you want to find in the dictionary, after that check if it exist or not using if condition:']"
32,Understanding Python super() with __init__() methods [duplicate],"I'm trying to understand the use of super(). From the looks of it, both child classes can be created, just fine. 

I'm curious to know about the actual difference between the following 2 child classes....",https://stackoverflow.com/questions/576169/understanding-python-super-with-init-methods,"[""I'm trying to understand the use of super(). From the looks of it, both child classes can be created, just fine."", ""super() lets you avoid referring to the base class explicitly, which can be nice. But the main advantage comes with multiple inheritance, where all sorts of fun stuff can happen. See the standard docs on super if you haven't already."", 'The reason we use super is so that child classes that may be using cooperative multiple inheritance will call the correct next parent class function in the Method Resolution Order (MRO).', ""It's been noted that in Python 3.0+ you can use"", 'Super has no side effects', 'Just a heads up... with Python 2.7, and I believe ever since super() was introduced in version 2.2, you can only call super() if one of the parents inherit from a class that eventually inherits object (new-style classes).', ""There isn't, really. super() looks at the next class in the MRO (method resolution order, accessed with cls.__mro__) to call the methods. Just calling the base __init__ calls the base __init__. As it happens, the MRO has exactly one item-- the base. So you're really doing the exact same thing, but in a nicer way with super() (particularly if you get into multiple inheritance later)."", ""The main difference is that ChildA.__init__ will unconditionally call Base.__init__ whereas ChildB.__init__ will call __init__ in whatever class happens to be ChildB ancestor in self's line of ancestors\n(which may differ from what you expect).""]"
33,How can I install pip on Windows?,pip is a replacement for easy_install. But should I install pip using easy_install on Windows? Is there a better way?,https://stackoverflow.com/questions/4750806/how-can-i-install-pip-on-windows,"['pip is a replacement for easy_install. But should I install pip using easy_install on Windows? Is there a better way?', ""Good news! Python 3.4 (released March 2014) and Python 2.7.9 (released December 2014) ship with Pip. This is the best feature of any Python release. It makes the community's wealth of libraries accessible to everyone. Newbies are no longer excluded from using community libraries by the prohibitive difficulty of setup. In shipping with a package manager, Python joins Ruby, Node.js, Haskell, Perl, Go—almost every other contemporary language with a majority open-source community. Thank you, Python."", '-- Outdated -- use distribute, not setuptools as described here. --\n-- Outdated #2 -- use setuptools as distribute is deprecated.', '2014 UPDATE:', '2016+ Update:', 'Python 3.4, which  was released in March 2014, comes with pip included:\nhttp://docs.python.org/3.4/whatsnew/3.4.html\nSo, since the release of Python 3.4, the up-to-date way to install pip on Windows is to just install Python.', 'When I have to use Windows, I use ActivePython, which automatically adds everything to your PATH and includes a package manager called PyPM which provides binary package management making it faster and simpler to install packages.', ""The up-to-date way is to use Windows' package manager Chocolatey."", 'Update March 2015', ""I've built Windows installers for both distribute and pip here (the goal being to use pip without having to either bootstrap with easy_install or save and run Python scripts):"", 'The following works for Python 2.7. Save this script and launch it:  \nhttps://raw.github.com/pypa/pip/master/contrib/get-pip.py  \nPip is installed, then add the path to your environment :', ""For the latest Python download - I have Python 3.6 on Windows. You don't have to wonder. Everything you need is there. Take a breath, and I will show you how to do it."", 'To install pip globally on Python 2.x, easy_install appears to be the best solution as Adrián states.', 'To use pip, it is not mandatory that you need to install pip in the system directly. You can use it through virtualenv. What you can do is follow these steps:', 'I just wanted to add one more solution for those having issues installing setuptools from Windows 64-bit. The issue is discussed in this bug on python.org and is still unresolved as of the date of this comment. A simple workaround is mentioned and it works flawlessly. One registry change did the trick for me.', 'Updated at 2016 : Pip should already be included in Python 2.7.9+ or 3.4+, but if for whatever reason it is not there, you can use the following one-liner.', 'The best way I found so far, is just two lines of code:', 'Here how to install pip the easy way.', 'PythonXY comes with pip included, among others.', 'I use the cross-platform Anaconda package manager from continuum.io on Windows and it is reliable.  It has virtual environment management and a fully featured shell with common utilities (e.g. conda, pip).', ""I had some issues installing in different ways when I followed instructions here. I think it's very tricky to install in every Windows environment in the same way. In my case I need Python 2.6, 2.7 and 3.3 in the same machine for different purposes so that's why I think there're more problems.\nBut the following instructions worked perfectly for me, so might be depending on your environment you should try this one:"", 'Guide link: http://www.pip-installer.org/en/latest/installing.html#install-pip', ""It's very simple:"", 'Working as of Feb 04 2014 :):', ""pip is already installed if you're using Python 2 >= 2.7.9 or Python 3 >= 3.4 binaries downloaded from python.org, but you'll need to upgrade pip."", 'Use CURL to download get-pip.py:', 'If you even have other problems with the pip version, you can try this:', 'Old answer (still valid)', 'Just download setuptools-15.2.zip (md5), from here https://pypi.python.org/pypi/setuptools#windows-simplified , and run ez_setup.py.', 'Alternatively, you can get pip-Win which is an all-in-one installer for pip and virtualenv on Windows and its GUI.', 'Even if I installed Python 3.7, added it to PATH, and checked the checkbox ""Install pip"", pip3.exe or pip.exe was finally not present on the computer (even in the Scripts subfolder).']"
34,Convert bytes to a string,"I'm using this code to get standard output from an external program:

>>> from subprocess import *
>>> command_stdout = Popen(['ls', '-l'], stdout=PIPE).communicate()[0]
The ...",https://stackoverflow.com/questions/606191/convert-bytes-to-a-string,"[""I'm using this code to get standard output from an external program:"", 'You need to decode the bytes object to produce a string:', 'You need to decode the byte string and turn it in to a character (Unicode) string.', 'I think this way is easy:', ""If you don't know the encoding, then to read binary input into string in Python 3 and Python 2 compatible way, use the ancient MS-DOS CP437 encoding:"", 'In Python 3, the default encoding is ""utf-8"", so you can directly use:', 'I think you actually want this:', 'Set universal_newlines to True, i.e.', 'To interpret a byte sequence as a text, you have to know the\ncorresponding character encoding:', ""While @Aaron Maenpaa's answer just works, a user recently asked:"", 'Since this question is actually asking about subprocess output, you have more direct approaches available. The most modern would be using subprocess.check_output and passing text=True (Python 3.7+) to automatically decode stdout using the system default coding:', 'If you should get the following by trying decode():', 'I made a function to clean a list', 'When working with data from Windows systems (with \\r\\n line endings), my answer is', 'For Python 3, this is a much safer and Pythonic approach to convert from byte to string:', 'For your specific case of ""run a shell command and get its output as text instead of bytes"", on Python 3.7, you should use subprocess.run and pass in text=True (as well as capture_output=True to capture the output)', 'From sys — System-specific parameters and functions:', 'If you want to convert any bytes, not just string converted to bytes:', 'try this']"
35,What is __init__.py for?,What is __init__.py for in a Python source directory?,https://stackoverflow.com/questions/448271/what-is-init-py-for,"['What is __init__.py for in a Python source directory?', 'It used to be a required part of a package (old, pre-3.3 ""regular package"", not newer 3.3+ ""namespace package"").', 'Files named __init__.py are used to mark directories on disk as Python package directories.\nIf you have the files', 'In addition to labeling a directory as a Python package and defining __all__, __init__.py allows you to define any variable at the package level. Doing so is often convenient if a package defines something that will be imported frequently, in an API-like fashion. This pattern promotes adherence to the Pythonic ""flat is better than nested"" philosophy.', 'There are 2 main reasons for __init__.py', 'The __init__.py file makes Python treat directories containing it as modules.', 'Since Python 3.3, __init__.py is no longer required to define directories as importable Python packages.', 'Although Python works without an __init__.py file you should still include one.', 'In Python the definition of package is very simple. Like Java the hierarchical structure and the directory structure are the same. But you have to have __init__.py in a package. I will explain the __init__.py file with the example below:', '__init__.py will treat the directory it is in as a loadable module.', 'It facilitates importing other python files. When you placed this file in a directory (say stuff)containing other py files, then you can do something like import stuff.other.', 'An __init__.py file makes imports easy. When an __init__.py is present within a package, function a() can be imported from file b.py like so:', 'One thing __init__.py allows is converting a module to a package without breaking the API or creating extraneous nested namespaces or private modules*. This helps when I want to extend a namespace.']"
36,What does ** (double star/asterisk) and * (star/asterisk) do for parameters?,"In the following method definitions, what does the * and ** do for param2?

def foo(param1, *param2):
def bar(param1, **param2):",https://stackoverflow.com/questions/36901/what-does-double-star-asterisk-and-star-asterisk-do-for-parameters,"['In the following method definitions, what does the * and ** do for param2?', 'The *args and **kwargs is a common idiom to allow arbitrary number of arguments to functions as described in the section more on defining functions in the Python documentation.', ""It's also worth noting that you can use * and ** when calling functions as well. This is a shortcut that allows you to pass multiple arguments to a function directly using either a list/tuple or a dictionary. For example, if you have the following function:"", 'The single * means that there can be any number of extra positional arguments. foo() can be invoked like foo(1,2,3,4,5). In the body of foo() param2 is a sequence containing 2-5.', 'They allow for functions to be defined to accept and for users to pass any number of arguments, positional (*) and keyword (**).', 'Let us first understand what are positional arguments and keyword arguments.\nBelow is an example of function definition with Positional arguments.', 'This table is handy for using * and ** in function construction and function call:', '* and ** have special usage in the function argument list. *\nimplies that the argument is a list and ** implies that the argument\nis a dictionary. This allows functions to take arbitrary number of\narguments', 'Let us show this by defining a function that takes two normal variables x, y, and can accept more arguments as myArgs, and can accept even more arguments as myKW. Later, we will show how to feed y using myArgDict.', 'From the Python documentation:', '* means receive variable arguments as tuple', 'TL;DR', 'In Python 3.5, you can also use this syntax in list, dict, tuple, and set displays (also sometimes called literals). See PEP 488: Additional Unpacking Generalizations.', ""I want to give an example which others haven't  mentioned"", 'In addition to function calls, *args and **kwargs are useful in class hierarchies and also avoid having to write __init__ method in Python. Similar usage can seen in frameworks like Django code.', ""Building on nickd's answer..."", '*args and **kwargs: allow you to pass a variable number of arguments to a function.', 'This example would help you remember *args, **kwargs and even super and inheritance in Python at once.', 'A good example of using both in a function is:', 'It packs arguments passed to the function into list and dict respectively inside the function body. When you define a function signature like this:', 'In addition to the answers in this thread, here is another detail that was not mentioned elsewhere. This expands on the answer by Brad Solomon', 'Given a function that has 3 items as argument', 'I use *args and **kwargs as an argument when I have no doubt about the number of arguments I should pass in a function.', 'For example, the syntax for implementing varargs in Java as follows:']"
37,How do you split a list into evenly sized chunks?,"I have a list of arbitrary length, and I need to split it up into equal size chunks and operate on it. There are some obvious ways to do this, like keeping a counter and two lists, and when the second ...",https://stackoverflow.com/questions/312443/how-do-you-split-a-list-into-evenly-sized-chunks,"['I have a list of arbitrary length, and I need to split it up into equal size chunks and operate on it. There are some obvious ways to do this, like keeping a counter and two lists, and when the second list fills up, add it to the first list and empty the second list for the next round of data, but this is potentially extremely expensive.', ""Here's a generator that yields the chunks you want:"", 'If you want something super simple:', 'Directly from the (old) Python documentation (recipes for itertools):', 'I know this is kind of old but nobody yet mentioned numpy.array_split:', ""I'm surprised nobody has thought of using iter's two-argument form:"", 'Here is a generator that work on arbitrary iterables:', 'Simple yet elegant', ""None of these answers are evenly sized chunks, they all leave a runt chunk at the end, so they're not completely balanced. If you were using these functions to distribute work, you've built-in the prospect of one likely finishing well before the others, so it would sit around doing nothing while the others continued working hard."", 'I saw the most awesome Python-ish answer in a duplicate of this question:', 'If you know list size:', 'If you had a chunk size of 3 for example, you could do:', 'The toolz library has the partition function for this:', 'Where AA is array, SS is chunk size. For example:', ""I like the Python doc's version proposed by tzot and J.F.Sebastian a lot,\n but it has two shortcomings:"", 'With Assignment Expressions in Python 3.8 it becomes quite nice:', 'I was curious about the performance of different approaches and here it is:', 'code:', 'At this point, I think we need a recursive generator, just in case...', 'You may also use get_chunks function of utilspie library as:', 'Another more explicit version.', 'heh, one line version', 'usage:', 'Without calling len() which is good for large lists:', 'Here is a list of additional approaches:', 'See this reference', 'Since everybody here talking about iterators. boltons has perfect method for that, called iterutils.chunked_iter.', 'Consider using matplotlib.cbook pieces']"
38,Manually raising (throwing) an exception in Python,How can I raise an exception in Python so that it can later be caught via an except block?,https://stackoverflow.com/questions/2052390/manually-raising-throwing-an-exception-in-python,"['How can I raise an exception in Python so that it can later be caught via an except block?', 'Use the most specific Exception constructor that semantically fits your issue.', ""DON'T DO THIS. Raising a bare Exception is absolutely not the right thing to do; see Aaron Hall's excellent answer instead."", 'In Python3 there are 4 different syntaxes for rasing exceptions:', 'For the common case where you need to throw an exception in response to some unexpected conditions, and that you never intend to catch, but simply to fail fast to enable you to debug from there if it ever happens — the most logical one seems to be AssertionError:', 'Read the existing answers first, this is just an addendum.', 'Another way to throw an exceptions is assert. You can use assert to verify a condition is being fulfilled if not then it will raise AssertionError. For more details have a look here.', ""Just to note: there are times when you DO want to handle generic exceptions. If you're processing a bunch of files and logging your errors, you might want to catch any error that occurs for a file, log it, and continue processing the rest of the files. In that case, a"", 'You should learn the raise statement of python for that.\nIt should be kept inside the try block.\nExample -']"
39,How do I parse a string to a float or int?,"In Python, how can I parse a numeric string like ""545.2222"" to its corresponding float value, 545.2222? Or parse the string ""31"" to an integer, 31?

I just want to know how to parse a float str to a ...",https://stackoverflow.com/questions/379906/how-do-i-parse-a-string-to-a-float-or-int,"['In Python, how can I parse a numeric string like ""545.2222"" to its corresponding float value, 545.2222? Or parse the string ""31"" to an integer, 31?', 'A longer and more accurate name for this function could be: is_convertible_to_float(value)', 'This is another method which deserves to be mentioned here, ast.literal_eval:', 'You should consider the possibility of commas in the string representation of a number, for cases like  float(""545,545.2222"") which throws an exception. Instead, use methods in locale to convert the strings to numbers and interpret commas correctly. The locale.atof method converts to a float in one step once the locale has been set for the desired number convention.', ""If you aren't averse to third-party modules, you could check out the fastnumbers module. It provides a function called fast_real that does exactly what this question is asking for and does it faster than a pure-Python implementation:"", 'Users codelogic and harley are correct, but keep in mind if you know the string is an integer (for example, 545) you can call int(""545"") without first casting to float.', 'In Python, how can I parse a numeric string like ""545.2222"" to its corresponding float value, 542.2222? Or parse the string ""31"" to an integer, 31?\n  I just want to know how to parse a float string to a float, and (separately) an int string to an int.', 'The question seems a little bit old. But let me suggest a function, parseStr, which makes something similar, that is, returns integer or float and if a given ASCII string cannot be converted to none of them it returns it untouched. The code of course might be adjusted to do only what you want:', 'float(""545.2222"") and int(float(""545.2222""))', 'The YAML parser can help you figure out what datatype your string is. Use yaml.load(), and then you can use type(result) to test for type:', 'I use this function for that', 'You need to take into account rounding to do this properly.', 'I am surprised nobody mentioned regex because sometimes string must be prepared and normalized before casting to number', 'To typecast in python use the constructor funtions of the type, passing the string (or whatever value you are trying to cast) as a parameter.', 'Pass your string to this function:', 'This is a corrected version of \nhttps://stackoverflow.com/a/33017514/5973334', 'Handles hex, octal, binary, decimal, and float', 'Use:', 'Use:', ""This is a function which will convert any object (not just str) to int or float, based on if the actual string supplied looks like int or float. Further if it's an object which has both __float and __int__ methods, it defaults to using __float__"", 'for number and char together :', 'By using int and float methods we can convert a string to integer and floats.', 'Instead of considering eval, following methods can be used to solve the problem', ""Here's another interpretation of your question (hint: it's vague). It's possible you're looking for something like this:""]"
40,Find current directory and file's directory [duplicate],"In Python, what commands can I use to find:
the current directory (where I was in the terminal when I ran the Python script), and
where the file I am executing is?",https://stackoverflow.com/questions/5137497/find-current-directory-and-files-directory,"['In Python, what commands can I use to find:', 'To get the full path to the directory a Python file is contained in, write this in that file:', 'Current Working Directory:  os.getcwd()', 'You may find this useful as a reference:', 'pathlib module, introduced in Python 3.4 (PEP 428 — The pathlib module — object-oriented filesystem paths), makes path-related experience much much better.', '1.To get the current directory full path', 'If you are trying to find the current directory of the file you are currently in:', ""If you're using Python 3.4, there is the brand new higher-level pathlib module which allows you to conveniently call pathlib.Path.cwd() to get a Path object representing your current working directory, along with many other new features."", 'Answer to #1:', 'A bit late to the party, but I think the most succinct way to find just the name of your current execution context would be', 'To get the current directory full path:', 'Pathlib can be used this way to get the directory containing current script :', ""If you're searching for the location of the currently executed script, you can use sys.argv[0] to get the full path."", ""For question 1 use os.getcwd() # get working dir and os.chdir(r'D:\\Steam\\steamapps\\common') # set working dir""]"
41,How to iterate over rows in a DataFrame in Pandas,"I have a DataFrame from Pandas:

import pandas as pd
inp = [{'c1':10, 'c2':100}, {'c1':11,'c2':110}, {'c1':12,'c2':120}]
df = pd.DataFrame(inp)
print df
Output:

   c1   c2
0  10  100
1  11  110
2  ...",https://stackoverflow.com/questions/16476924/how-to-iterate-over-rows-in-a-dataframe-in-pandas,"['I have a DataFrame from Pandas:', 'DataFrame.iterrows is a generator which yields both the index and row (as a Series):', 'Iteration in Pandas is an anti-pattern and is something you should only do when you have exhausted every other option. You should not use any function with ""iter"" in its name for more than a few thousand rows or you will have to get used to a lot of waiting.', 'First consider if you really need to iterate over rows in a DataFrame. See this answer for alternatives.', 'You should use df.iterrows(). Though iterating row-by-row is not especially efficient since Series objects have to be created.', 'While iterrows() is a good option, sometimes itertuples() can be much faster:', 'You can also use df.apply() to iterate over rows and access multiple columns for a function.', 'You can use the df.iloc function as follows:', 'I was looking for How to iterate on rows and columns and ended here so:', 'If you really have to iterate a Pandas dataframe, you will probably want to avoid using iterrows(). There are different methods and the usual iterrows() is far from being the best. itertuples() can be 100 times faster.', 'You can write your own iterator that implements namedtuple', 'To loop all rows in a dataframe you can use:', 'Sometimes a useful pattern is:', 'To loop all rows in a dataframe and use values of each row conveniently, namedtuples can be converted to ndarrays. For example:', 'For both viewing and modifying values, I would use iterrows(). In a for loop and by using tuple unpacking (see the example: i, row), I use the row for only viewing the value and use i with the loc method when I want to modify values. As stated in previous answers, here you should not modify something you are iterating over.', ""There is a way to iterate throw rows while getting a DataFrame in return, and not a Series. I don't see anyone mentioning that you can pass index as a list for the row to be returned as a DataFrame:"", 'cs95 shows that Pandas vectorization far outperforms other Pandas methods for computing stuff with dataframes.', 'There are so many ways to iterate over the rows in Pandas dataframe. One very simple and intuitive way is:', ""You can also do NumPy indexing for even greater speed ups. It's not really iterating but works much better than iteration for certain applications."", 'In short', 'This example uses iloc to isolate each digit in the data frame.', ""Some libraries (e.g. a Java interop library that I use) require values to be passed in a row at a time, for example, if streaming data. To replicate the streaming nature, I 'stream' my dataframe values one by one, I wrote the below, which comes in handy from time to time."", 'Along with the great answers in this post I am going to propose Divide and Conquer approach, I am not writing this answer to abolish the other great answers but to fulfill them with another approach which was working efficiently for me. It has two steps of splitting and merging the pandas dataframe:', 'The easiest way, use the apply function']"
42,How to delete a file or folder?,How do I delete a file or folder in Python?,https://stackoverflow.com/questions/6996603/how-to-delete-a-file-or-folder,"['How do I delete a file or folder in Python?', 'os.remove() removes a file.', 'Or', 'Use', 'Here is a robust function that uses both os.remove and shutil.rmtree:', 'You can use the built-in pathlib module (requires Python 3.4+, but there are backports for older versions on PyPI: pathlib, pathlib2).', 'For Python 3, to remove the file and directory individually, use the unlink and rmdir Path object methods respectively:', 'shutil.rmtree is the asynchronous function, \nso if you want to check when it complete, you can use while...loop', 'or', 'To remove all files in folder', ""To avoid the TOCTOU issue highlighted by Éric Araujo's comment, you can catch an exception to call the correct method:"", 'My personal preference is to work with pathlib objects - it offers a more pythonic and less error-prone way to interact with the filesystem, especially if You develop cross-platform code.', 'I recommend using subprocess if writing a beautiful and readable code is your cup of tea:']"
43,How to access environment variable values?,I set an environment variable that I want to access in my Python application.  How do I get its value?,https://stackoverflow.com/questions/4906977/how-to-access-environment-variable-values,"['I set an environment variable that I want to access in my Python application.  How do I get its value?', 'Environment variables are accessed through os.environ', 'To check if the key exists (returns True or False)', 'The original question (first part) was ""how to check environment variables in Python.""', 'You can access to the environment variables using', 'Actually it can be done this away:', 'As for the environment variables:', 'That will print all of the environment variables along with their values.', 'If you are planning to use the code in a production web application code,\nusing any web framework like Django/Flask, use projects like envparse,  using it you can read the value as your defined type.', ""There's also a number of great libraries. Envs for example will allow you to parse objects out of your environment variables, which is rad. For example:"", 'You can also try this', 'For django see (https://github.com/joke2k/django-environ)', '.env File']"
44,How to print colored text in Python?,How can I output colored text to the terminal in Python?,https://stackoverflow.com/questions/287871/how-to-print-colored-text-in-python,"['How can I output colored text to the terminal in Python?', ""This somewhat depends on what platform you are on. The most common way to do this is by printing ANSI escape sequences. For a simple example, here's some python code from the blender build scripts:"", ""I'm surprised no one has mentioned the Python termcolor module. Usage is pretty simple:"", 'The answer is Colorama for all cross-platform coloring in Python.', ""Print a string that starts a color/style, then the string, then end the color/style change with '\\x1b[0m':"", 'Define a string that starts a color and a string that ends the color, then print your text with the start string at the front and the end string at the end.', ""You want to learn about ANSI escape sequences. Here's a brief example:"", ""I'm responding because I have found out a way to use ANSI codes on Windows 10, so that you can change the colour of text without any modules that aren't built in:"", 'My favorite way is with the Blessings library (full disclosure: I wrote it). For example:', ""sty is similar to colorama, but it's less verbose, supports 8bit and 24bit (rgb) colors, allows you to register your own styles, supports muting, is really flexible, well documented and more."", 'generated a class with all the colors using a for loop to iterate every combination of color up to 100, then wrote a class with python colors. Copy and paste as you will, GPLv2 by me:', 'Try this simple code', ""On Windows you can use module 'win32console' (available in some Python distributions) or module 'ctypes' (Python 2.5 and up) to access the Win32 API."", '', 'I have wrapped @joeld answer into a module with global functions that I can use anywhere in my code.', 'I know that I am late. But, I have a library called colorit. It is super simple.', 'Try online', ""Stupidly simple based on @joeld's answer"", ""For Windows you cannot print to console with colors unless you're using the win32api."", 'I ended up doing this, I felt it was cleanest:', 'Building on @joeld answer, using https://pypi.python.org/pypi/lazyme pip install -U lazyme :', 'You could use CLINT:', 'note how well the with keyword mixes with modifiers like these that need to be reset (using Python 3 and Colorama):', 'You can use the Python implementation of the curses library:\nhttp://docs.python.org/library/curses.html', 'If you are programming a game perhaps you would like to change the background color and use only spaces? For example:', 'If you are using Windows, then here you go!', 'If you are using Django', ""Here's a curses example:"", 'https://raw.github.com/fabric/fabric/master/fabric/colors.py', 'while i find this answer useful, i modified it a bit. this Github Gist is the result', 'asciimatics provides a portable support for building text UI and animations:']"
45,Converting string into datetime,"I've got a huge list of date-times like this as strings:

Jun 1 2005  1:33PM
Aug 28 1999 12:00AM
I'm going to be shoving these back into proper datetime fields in a database so I need to magic them ...",https://stackoverflow.com/questions/466345/converting-string-into-datetime,"[""I've got a huge list of date-times like this as strings:"", 'datetime.strptime is the main routine for parsing strings into datetimes. It can handle all sorts of formats, with the format determined by a format string you give it:', 'Use the third party dateutil library:', 'Check out strptime in the time module.  It is the inverse of strftime.', 'I have put together a project that can convert some really neat expressions. Check out timestring.', ""Remember this and you didn't need to get confused in datetime conversion again."", 'In Python >= 3.7.0,', 'Many timestamps have an implied timezone. To ensure that your code will work in every timezone, you should use UTC internally and attach a timezone each time a foreign object enters the system.', 'Here are two solutions using Pandas to convert dates formatted as strings into datetime.date objects.', ""I personally like the solution using the parser module, which is the second Answer to this question and is beautiful, as you don't have to construct any string literals to get it working. BUT, one downside is that it is 90% slower than the accepted answer with strptime."", ""Something that isn't mentioned here and is useful: adding a suffix to the day. I decoupled the suffix logic so you can use it for any number you like, not just dates."", 'Django Timezone aware datetime object example.', 'It would do the helpful for converting string to datetime and also with time zone', 'Create a small utility function like:', 'arrow offers many useful functions for dates and times. This bit of code provides an answer to the question and shows that arrow is also capable of formatting dates easily and displaying information for other locales.', 'You can use easy_date to make it easy:', 'If you want only date format then you can manually convert it by passing your individual fields like:', 'You can also check out dateparser', 'See my answer.', 'it shows ""Start Date Time"" Column and ""Last Login Time"" both are ""object = strings"" in data-frame', 'If your string is in ISO8601 format and you have Python 3.7+ you can use the following simple code:', 'It seems using pandas Timestamp is the fastest']"
